FID;M00053;M00059;M00060;M00064;M00513;M00527;M00542;M00575;M00577;M00584;M00599;M00606;M01105;M01107;M01114;M01121;M01123;M01125;M01284;M01299;M01301;M01302;M01303;M01336;M01356;M01358;M01359;M01361;M01365;M01444;M01493;M01494;M01508;M01558;M01564;M01572;M01573;M01585;M01604;M01605;M01638;M01640;M01644;M01645;M01649;M01670;M01712;M01769;M01898;M02132;M02137;M02342;M02730;M02734;M03127;M03141;M03147;M11438;M12017;M12035;M12067;M12129;M12261;M12593;M12626;M12768;M12774;M15122;M15140;M15335;M15365;M15488;M15500;M15506;M15630;M15650;M15677;M15749;M15958;M15990;M15996;M16634;M16816;M16818;M16822;M17805;M17945;M18349;M18357;M18369;M18467;M18476;M18494;M18497;M19323;M19362;M19364;M19368;M19396;M19414;M19415;M19934;M20489;M20675;M21044;M21047;M21049;M21184;M21188;M21630;M22030;M22032;M22116;M22130;M22138;M22175;M22189;M22481;M22548;M22649;M22842;M24074;M25459;M25599;M27256;M27273;M27278;M27513;M27531;M27672;M27710;M27716;M27718;M27722;M27738;M30805;M31536;M31548;M31555;M31591;M32197;M32198;M32315;M32322;M32328;M32338;M32339;M32346;M32348;M32379;M32388;M32405;M32412;M32418;M32425;M32452;M32489;M32492;M32497;M32504;M32549;M32553;M32560;M32564;M32578;M32586;M32587;M32593;M32616;M32632;M32634;M32635;M32644;M32654;M32672;M32675;M32691;M32698;M32709;M32729;M32740;M32753;M32754;M32755;M32757;M32758;M32759;M32761;M32762;M32786;M32795;M32800;M32802;M32808;M32814;M32836;M32838;M32846;M32847;M32854;M32855;M32863;M32867;M32869;M32910;M32980;M33009;M33084;M33132;M33137;M33138;M33140;M33144;M33150;M33163;M33165;M33188;M33190;M33192;M33194;M33195;M33197;M33203;M33204;M33221;M33228;M33230;M33250;M33353;M33359;M33364;M33380;M33389;M33390;M33391;M33408;M33415;M33422;M33441;M33442;M33447;M33453;M33477;M33488;M33507;M33508;M33509;M33510;M33515;M33587;M33610;M33627;M33633;M33638;M33652;M33653;M33658;M33666;M33675;M33683;M33751;M33782;M33801;M33821;M33822;M33835;M33871;M33877;M33883;M33884;M33885;M33892;M33901;M33910;M33936;M33939;M33941;M33955;M33960;M33961;M33968;M33969;M33971;M33972;M33973;M34040;M34062;M34106;M34112;M34123;M34214;M34221;M34244;M34245;M34283;M34289;M34306;M34322;M34329;M34336;M34338;M34339;M34344;M34350;M34359;M34407;M34409;M34419;M34420;M34441;M34469;M34481;M34499;M34513;M34527;M34533;M34534;M34535;M34539;M34674;M34761;M34878;M34912;M35126;M35127;M35137;M35159;M35160;M35186;M35187;M35189;M35193;M35240;M35253;M35254;M35255;M35257;M35270;M35326;M35327;M35431;M35433;M35439;M35472;M35626;M35631;M35635;M35669;M35675;M35678;M35718;M35754;M35854;M35977;M35978;M36009;M36103;M36115;M36131;M36134;M36230;M36300;M36376;M36399;M36468;M36552;M36553;M36559;M36585;M36589;M36673;M36738;M36756;M36850;M37004;M37058;M37104;M37112;M37202;M37203;M37253;M37506;M38150;M38178;M38768
R200002498;0.00286667;-0.0032;-0.000431757;0.0037;-0.00436;0.00195;-0.0436;-0.0105;-0.0309;-0.00089375;0.0034;-0.00467222;-0.0054375;0.01635;-0.008325;-0.0128;-0.00105;-0.00405;0.00105833;-0.001725;0.000683333;-0.0039;-0.00508;-0.0036;0.00485;-0.00264;-0.00144;-0.00195;-0.0058125;0.0046;0.0107;0.0106688;-0.00786667;-0.0015125;-0.00217917;0.009025;0.0028375;0;-0.000475;0.0315;0.00863333;0.0122;0.00514286;0.00113182;-0.000383333;0.00426667;0.0151;0.000775;-0.00565;-0.000911538;0.0102692;-0.00278333;0.00575;-0.00209615;0.00122;0.000781818;-0.021;-0.0064;-0.000175;-0.00405556;-0.00256667;0.000572222;0.019;-0.00374;0;-0.014;0.0029625;-0.00153;-0.00011;-0.0785;0.002;0.000466667;0.000168824;-0.0005;0.00904444;-0.0071;0.02485;-0.011925;0;-0.004875;0.009;0;0;0.0129;-0.000325;-0.0202;-0.000114286;0.00120833;-0.0349;0.001125;-0.0085;0;0.008425;-0.0179667;-0.00895;-0.001975;-0.00465;-0.00221667;0.004575;0.0159;0.0199;0.00363571;-0.00042;0.00720556;-0.0079625;-0.00825714;0;0.0028625;-0.00339286;-0.0007375;-0.00150556;0.00436667;-0.003525;0.0053875;-0.0075875;0.0018375;-0.0052;-0.000642857;-0.00392;0.00421667;-0.0564;0.004425;0.000303846;0.0034625;0.001;0;0.00472857;-0.0082125;-0.0224;0.01975;-0.008225;0.02415;-0.00025;-0.02945;0.00578333;-0.0033875;-0.0553;0.015275;0.01035;0.0214833;-0.00131;-0.00395714;-0.00156111;0.0047;-0.00531667;-0.000614706;0.00301538;-0.01003;-0.00285;-0.005075;0.0128667;-0.00229;0.00147826;-0.00931667;-0.00137143;-0.00103571;0.003075;-0.00153462;-0.0148444;0;-0.00016;-0.032875;-0.1057;-0.0138667;0.0111071;0.01667;-0.0026875;-0.0116;-0.0537;-0.00823125;-0.000916667;-0.00805;-0.00150833;-0.00555;0.00486364;0.0033;-0.0196667;0.008575;0.00481923;-0.00178;-0.00309167;0.0003;0;-0.00495;0.0100062;0.0184222;0.0183273;0.0147929;0.00528;-0.00323333;-0.00584286;0.01605;0;-0.0118875;-0.00149;-0.0133167;0.0102625;-0.0273818;0.0298625;-0.0341;-0.0071;0.0421667;0.00083;-0.00785;-0.00413333;0.0347;0.0105333;-0.0162;0.00489688;-0.0239417;0.00945417;-0.0162;-0.1161;-0.0264;-0.00567;0.019275;-0.057;0.0173167;-0.0232;0.010425;0.02575;0.00921667;-0.0344;-0.0097;0.007625;0.0097;0.00674;-0.00591667;-0.03605;5.00E-05;-0.013075;1.67E-05;0.0037625;-0.0275667;-0.1031;0.0203;0.0140167;0.00523;0.00266364;-0.00155;0;0.0011375;0.00204615;-0.00555;0.0137971;-0.0167667;0.011;0.00103333;0.00267333;0.00235;0.0339875;0.012575;0.0303;0;-0.026525;-0.000525;-0.000966667;-0.0005;-0.0051;0;-0.0389167;-0.0195667;0;0.0144333;0;-0.0209;-0.0121833;-0.0627333;-0.0300833;0;0;0.00031875;0.00647143;-0.00635;-0.00277;0.00805;0.0008;-0.0009375;0;0.00805;0.0028625;-0.00845;-0.0195;-0.0116;0.0375917;0.0188;0.00095;0.0187;0.01978;0.00382778;-0.003225;0.00706667;-0.00757143;0.00985;-0.00306429;-0.0106;-6.88E-05;0.098;0;0;-0.601;-0.03255;0;0.02908;0.00261111;-0.00366364;0;-0.0035;-0.00544615;-0.00143333;-0.00475;0.003535;0.04895;0.0057375;0.005325;-0.0035;0.0064375;0.038375;-0.000158333;0.02755;0.0130833;-0.00395;0.00111818;0.00146667;-0.00193333;-0.00114231;0.03655;-0.0077875;-0.000159091;-0.0178;0.001355;-0.00286667;0.0242;0.001865;0.0017;0.0120125;0.0029;-0.00115;1.43E-05;-0.00705;-0.00268125;0;0.00170278;-0.0204;0.0095;0.002025;0;-0.0217;-0.00248182;-0.0235125;0.001125;-0.0048;0.0089;0.00161667;-0.0127;-0.0144875;0.025325;0.0237375;0.0219;-0.001875;0.00115;0.0023;-0.0421;-0.0220667;0.0179;0.0125167;-0.00690714;-0.02905;-0.02005;-0.00305;0.00491667;0.01155;-0.0203;-0.0239167;0;-0.00233333;0;0.03075;0.00132273;-0.012175;-0.018575;0.00249615;0.0084;-0.00767;-0.000175
R200002869;0.00403333;-0.000616667;-4.12E-05;0;-0.00345;0.00933333;-0.0436;0;-0.0309;-0.0031375;-0.0021625;-0.00395556;-0.0065125;0.014925;-0.01665;-0.0128;-0.02815;-0.00405;4.17E-05;-0.001125;-0.00045;-0.0048875;-0.00421;-0.002805;0.00683333;-0.003435;-0.00034;-0.000675;-0.0058125;0.0046;0.00853333;0.00993125;-0.007275;-0.00172083;-0.00100417;0.00605;-0.002675;0.00263333;-0.006225;0.02425;0.00863333;0;0.00320714;0.00107727;-0.000333333;0.00415;0.00755;0.00355;-0.00580625;-0.000503846;0.00526923;0.00283333;0.00940714;-0.00102308;-0.00445;0.00176818;-0.021;-0.0032;-0.0035;-0.00463333;-0.000188889;0.000961111;0.00883333;-0.00218;0.0117;-0.01705;0.00105833;0.00112;0.002075;-0.03925;-0.002175;0.000583333;0.000482941;0.000204545;0.00473889;-0.00355;0.02485;-0.04015;0;-0.0016;0.018;-0.0099;0;-0.0003;0.00133125;-0.0202;-7.14E-06;-0.00165;-0.05155;0.0022;-0.00425;0;0.0147;-0.0179667;-0.00895;6.25E-05;-0.00564167;-0.00443333;0.004375;0.0159;0.0199;0.00352857;0.000415;0.00226111;-0.0032;-0.00775714;0;-0.01945;-0.00685;-0.001275;-0.00172222;0.00723333;-0.003525;0.0053875;-0.006475;0.00455;-0.01035;0.000975;-0.00511;0.00843333;-0.0282;0.00885;0.000330769;0;0.002505;-0.00885;0.00537857;-0.0060625;-0.0296667;0.0395;-0.00089;0.0164;-0.00388333;-0.0251;0.0148333;-0.0017625;-0.06095;0.022975;0;0.00881111;-0.00102;-0.00537857;-0.00144444;0.0094;-0.00751111;0.00439706;0.00181538;-0.02096;-0.00149118;-0.005075;-0.000416667;-0.01284;-0.000943478;-0.0064;-0.0101929;-0.00194286;0.00058125;-0.000292308;-0.00878333;0;-0.01314;-0.04635;-0.1057;0.0346;0.00938571;0.00429;-0.0005;-0.0058;-0.0537;-0.0053375;0.000523333;-0.00876;0.000133333;-0.00200556;0.0056;0.00496;-0.0184833;0.008575;0.00426923;-0.00217;-0.00273333;0.00556667;0;-0.00176667;-0.008275;0.0110833;0.0124364;0.0124643;-0.00626;-0.0204667;-0.0152;0.008025;-0.01325;-0.02375;-0.00195;0;0.0128875;-0.0432136;0.0209188;-0.0341;-0.0117938;0.05245;-8.00E-05;-0.009425;-0.00406429;0.0347;0.0102667;0.00475;0.0018625;-0.0115917;0.0034;0;-0.1161;0;-0.00135;0.0257625;-0.057;0.0407167;-0.0464;-0.001075;0.01365;0.000966667;-0.0344;-0.0178333;0.006475;0.009775;0.00547;-0.0119333;-0.0407625;-0.010825;-0.013075;1.67E-05;0.0028625;-0.0214333;-0.1031;0.0203;0.0104567;0.00516;-0.00180909;-0.00134167;0;-0.004625;0.00323846;-0.002675;0.00420882;-0.0194333;0;0.000141667;9.33E-05;-0.0019;0.0129375;0.0084;0.01515;-0.0107;-0.03665;-0.007125;-0.000966667;-0.000823077;0.0077;0;-0.0214333;-0.0195667;0.01895;0.0144333;0;-0.0209;-0.00993333;-0.104933;-0.0300833;-0.0216;-0.0534;-0.00235;-0.00716429;-0.0127;-0.005755;0.000925;-0.000542857;-0.001625;0;0.012125;-0.00275;-0.004225;-0.0195;-0.00735;0.0261917;0.0160571;0.0012875;0.0106;0.03;0.00155556;-0.00526667;0.0125333;-0.00794286;0.01025;-0.002775;-0.005275;-0.00353125;0.098;0;0.001925;-0.3005;-0.0439833;0;-0.00292;0.00256667;-0.000263636;0;-0.006725;0.0101385;-0.0055;-0.00475;-0.004335;0.03355;0.0011125;0.0131625;-0.013375;-0.002975;0.02475;-0.00965833;0.02755;0.00481667;-0.03885;0.00305455;0.00146667;0.00035;-0.00252692;0.0205;-0.010925;0.00151364;-0.0155667;0.008645;-0.00744167;0.0242;0.00296;0.0048875;0.0073375;-0.0012;-0.001715;-0.000135714;-0.00425;-0.0011375;0;0.00172222;-0.0204;0.0095;0.0045;0;-0.0431333;-0.00298636;-0.040925;0.0043;-0.00204583;0.01735;-0.0028;-0.0127;-0.011;0.025325;0.0155;0.02355;0.00945;0.013125;0.0075;0;-0.0228;0.0179;0.0157667;-0.00874286;-0.022225;-0.02005;-0.0154;0.0134667;0.0388;-0.01015;-0.0190167;0.0221;0.00220952;0.006575;0.0468;-0.00700455;-0.0183;-0.02885;0.000396154;0.0084;-0.01147;0.001225
R200009152;0.0017;-0.00418333;-0.000429054;0.0037;-0.00197;0.00195;-0.0436;0;-0.0309;-0.00266759;0.00295;-0.00374444;-0.006975;0.010425;0;-0.00963333;-0.02815;-0.0081;-0.00225;-0.000165;-0.0009;-0.00385;-0.00292;-0.00196;0.00485;-0.002835;-0.00024;-0.0053625;-0.00665;0.0092;0.00853333;0.00515625;-0.007275;-0.00358333;-0.000483333;0.009125;-0.009275;0.00136667;-0.000475;0.01575;0.00446667;0.02965;0.0013;-0.000122727;-0.00173333;0.00523953;0.0151;0.00154167;-0.00691615;0.00045;0.00275769;0.00253025;0.00643571;-0.00142523;-0.00138;-0.000572727;-0.021;0;0.00307078;-0.00465;-0.00255;-0.000727778;0.0205333;-8.00E-05;0.00585;-0.01705;0.000495833;0.00317;0.00187;-0.03925;0.002;-0.000816667;0.000554706;-0.000913636;-0.00313889;-0.00355;0.02485;-0.02385;0;0.003275;0.018;-0.0198;0;-0.0003;-5.63E-05;-0.0202;-0.00128571;-0.00136667;-0.0333;-0.00025;-0.0174;0;0;-0.0179667;0;-0.000925;-0.0018;0.0041;0.00895;0.0159;0.0152;0.00417857;-9.00E-05;0.00498333;-0.00505625;-0.00833571;0;-0.007275;-0.0107929;-0.003025;-0.00311667;0.00218333;-0.003725;0.0019;-0.0030375;-0.0029785;0.005125;0.002225;-0.00473;0.00421667;-0.0564;0.0006;-0.00184231;0.0016875;0.00165;0;0.00362857;-0.00925;-0.0296667;0.0395;0.00219;0.00403804;0.00726667;-0.02945;0.0123167;1.25E-05;-0.08014;0.015275;0.01035;0.0103778;-0.0033;0.000364286;-0.00168333;0.0047;-0.00329651;0.00556176;0.00343462;-0.0193109;-0.000405882;-0.005075;0.0128667;-0.01004;0.00268454;-0.0125167;-0.00339286;0.000407143;0.00271875;0.000434615;-0.0160333;-0.01715;-0.013467;-0.04635;-0.1057;0;0.00736429;0.001205;0.0008875;-0.00628333;-0.0537;-0.00313125;0.0002;-0.00108;-4.17E-06;-0.00116667;0.00104545;0.00416;-0.0127167;0.0087125;0.00301154;-0.00210333;-0.00298765;0.0154;0;-0.000833333;0.010175;0.00661667;0.00809545;0.0138;0.00294;-0.01185;-0.00862857;0.008025;-0.01325;-0.00860625;-0.00199;-0.0066;0.013225;-0.01855;0.0127;-0.01705;0.000825;0.043;-0.00026;-0.001575;-0.00293938;0.01735;0.0108;0.00224;0.00398438;0.00103333;0.000770833;-0.0162;-0.079775;0;0.00067;0.014775;-0.057;0.00878333;-0.0464;0.010425;0.000775;0.03415;-0.0688;-0.00891667;0.00530833;0.00831961;0.0042;0.00236667;-0.0343688;0.02175;-0.013075;-0.00266667;0.0030375;-0.00736667;-0.1031;0.0203;0.0166833;0.00609;0.000822727;-0.002775;0;-0.0024875;0.00105769;-0.0055875;0.00103529;-0.0190083;0;-0.00153333;0.00232667;0.0071375;0.0129375;0.012575;0.01515;-0.0214;-0.03665;-0.0109375;-0.0082;-0.00243462;-0.0064;0.0475;-0.0107167;-0.0195667;0.016795;0.0138833;0;-0.030075;-0.0142167;-0.1202;-0.0209;0;-0.0183;0.00095;0.00799286;-0.0127;-0.00261615;0.00185;0.00219567;-0.00090625;-0.007;0.004025;0;-0.01685;-0.0195;-0.0116;0.0305;0.0126143;0.0016625;0.00761935;0.032;0.00112469;-0.00520819;0.00563333;-0.00400714;0.01109;-0.00253214;5.00E-05;-0.004025;0.049;0;0.00024027;-0.570283;-0.0439833;0;0.02248;0.00161667;0.00279463;0.0106;-0.001675;0.0106;-0.00183333;-0.00475;0.002285;0.0671;0.0159875;0.009725;-0.0101375;0.0064;0.013625;-0.00555;0.02755;0.00963333;-0.0290875;0.00141818;0.0034;0;-0.000623077;0.028525;-0.0018;-0.000954545;-0.00943333;-0.000245;-0.00769167;0.0242;0.001865;-0.00175;0.004775;0.00085;-0.00043;-0.00095;-0.00566667;-0.00345;0.012925;0.000709469;-0.01405;0.0095;0.003925;0;-0.0172;-0.00129091;-0.0219812;0.0086625;-0.002125;0.00445;-0.00933333;-0.0127;-0.0144875;0.0161;0.021234;0.0180875;-0.000410281;0.0065125;0.0023;0;-0.0194333;0;0.00985;-0.00337143;-0.022225;-0.02005;0.004275;0.00983333;0.02725;-0.0203;-0.0190167;0.0221;0.00134524;0.00995;0.0321;0.00197727;-0.014075;-0.0247;0.00257308;0.0084;-0.00735256;0.0012
R200012095;0.00286667;0.000366667;-0.000159459;0.0074;-0.00391;0.00195;-0.0218;0;-0.01545;-0.0032625;0.00295;-0.00542778;-0.005025;0.02085;-0.008325;-0.0064;-0.00105;-0.00405;0.000983333;-3.50E-05;0.001975;-0.00385;-0.00484;-0.002315;0.00683333;-0.001725;0.00262;-0.000525;-0.0037;0.0092;0.00608333;0.00881875;-0.00688333;-0.00417083;-0.00154167;0.00605;0.011975;0;-0.0042;0.00725;0.0110333;-0.002625;0.00376429;0.00151818;-0.000333333;0.00426667;0.00755;0.000633333;-0.00580625;0.000465385;0.00366538;-0.00278333;0.00872143;0.000146154;-0.00071;0.00263182;-0.021;-0.0064;0.002975;-0.00551667;-0.00445;0.00235;0.0300333;-0.0037;0.0117;-0.008525;0.00180417;0.00253;0.00205;-0.03925;0.005175;0.00128333;0.000922353;0.000172727;-0.0228667;-0.00355;0.01245;-0.02385;0;-0.0016;0.009;0;0.0032;0.0042;-0.0014375;-0.0101;-0.000735714;-0.004225;-0.01665;0.0036;-0.0174;0;0.00735;-0.0152833;-0.0179;-0.002;0.000108333;-0.00238333;0.00895;0;0.0047;0.0017;-0.00084;0.00435556;-0.0061;-0.00746429;0;-0.0162;-0.00592143;0.00901875;-0.00441111;0.00788333;-0.003525;0.0037625;-0.003525;-0.0105875;0;-0.000778571;-0.00254;0.00205;-0.0282;0.00885;0.000403846;0.0036125;-0.000945;0;0.00852143;-0.0076875;-0.0224;0.0395;-0.01701;0.00720455;-0.00465;-0.0338;0.0181;-0.00175;-0.06095;0.0077;0.01035;0.00895556;-0.00326;-0.00180714;-0.00315;0.004875;-0.00358333;-0.00440882;0.00243077;-0.0142;-0.000382353;0;0.00671667;-0.00823;-0.00309783;-0.0032;-0.0100714;0.0005;0.00035625;-0.00263077;-0.01655;-0.0066;-0.01082;-0.04635;-0.05285;0;0.0107929;0.000825;-0.0051375;-0.00253333;-0.02685;-0.0061375;0.00037;-0.00059;-0.000116667;0.00213333;0.00643636;0.00579;-0.0184833;0.011525;0.00332692;-0.000343333;-0.00169583;0.00526667;0;-0.00215556;-0.0002375;0.00923333;0.00782727;0.0129143;0.01619;-0.0105167;-0.0117714;0.01605;-0.01325;-0.000975;-0.00028;-0.0193667;0.01585;-0.00870455;0.0156812;-0.01705;-0.000125;0.0215;-0.00325;-0.001575;-0.00467619;0.01735;0.00513333;-0.01045;0.00154688;-0.0163167;-0.000883333;-0.0162;-0.1161;0;-0.00729;0.017025;-0.057;0.02585;0;-0.001075;0.01365;-0.00776667;-0.0344;-0.0178333;0.00218333;0.006855;0.00674;0.00925833;-0.0358875;0;0;-0.00128333;0.00389266;-0.0214333;-0.1031;0.0406;0.0163533;0.00516;-0.00141364;0.000425;0;0.005;0.00234615;-0.010325;0.00645;-0.00144167;0;-0.0012;0.000413333;0.0102125;0.017775;0.012625;0.0303;-0.0107;-0.03665;-0.0109375;-0.00711667;-0.000865385;0;0.02375;0;-0.00468333;0.01895;0.0211;0.00765;-0.0288;-0.0088;-0.0691333;-0.0121167;-0.0432;0;0.0010125;0.00907857;0.0189;-0.001595;0.00185;0.0016;-0.00134375;-0.014;0.0081;-0.00015;-0.01685;-0.00975;-0.0058;0.02645;-0.00212857;0.001325;0.00864;0.03522;0.00196111;-0.001875;0.00395;-0.000157143;0.005325;-0.00183929;-0.005275;-0.0013625;0.098;-0.02765;0;-0.41945;-0.0439833;0;0.01798;0.00308333;0.000145455;0.0212;-0.001675;-0.00261154;0.00223333;-0.00475;0.002825;0.0671;0.0262375;0.003925;0;0.0092;0.011125;-0.00755833;0.02755;0.0011;-0.0370125;0.00168636;0.0034;0.00035;-0.00137692;0.0263;-0.0026125;-0.000331818;0.00535833;-0.00224;-0.000566667;0;0.00316;-0.001875;0.0075875;-0.0006;-0.001495;-0.00129286;-0.00423333;0.001275;0.00525;0.000225;-0.0154;0.0095;0.00246667;0;-0.0116667;-0.00293182;-0.0140812;0.0084125;-0.000883333;0.013125;0.00161667;-0.0127;-0.0088375;0.00805;0.0211;0.0123;-0.0047625;-0.0001;0.00115;0;-0.0228;0.0179;0.0157667;-0.00157857;-0.02135;-0.02005;-0.0008625;0.00983333;0.01155;-0.0203;-0.01215;0.01105;-0.000469048;0.006575;0.0468;-0.00589545;-0.00970833;-0.014425;0.000730769;0;-0.00885;-0.0028
R200012732;0.00286667;-0.00221667;-0.000191216;0.0037;-0.00346;0.00195;-0.0218;0;-0.01545;-0.0039375;0.00545;-0.00493333;-0.0064875;0.01635;-0.01035;-0.0064;-0.0123;0;0.000983333;-0.002005;0.000658333;-0.0018875;-0.00339;-0.00042;0.00683333;-0.00091;0.00148;-0.0037375;-0.0037;0;0.0106167;0.0095125;-0.00450833;-0.00189583;-0.002025;0.00605;0.0028375;0.00263333;-0.00169167;0.0315;0.0119667;0.02965;0.00378571;-7.27E-05;0.000966667;0.00213333;0.00755;8.33E-06;-0.0062125;0.000557692;0.000246154;0.000166667;0.00657143;-0.000846154;-0.00122;0.0007;-0.021;-0.0032;-0.003325;-0.00495556;0.000322222;0.000766667;0.0300333;-0.00294;0.00585;-0.01705;-0.000579167;0.00596;0.00138;-0.0785;0.002;0.00193333;0.000685294;-0.0002;0.0128056;-0.00355;0.02485;-0.02385;0;-0.004875;0.009;-0.0198;0.004125;-0.0003;0.00069375;-0.0101;0.000585714;-0.001175;-0.042425;0.002625;0;0.0177;0.015775;-0.0118;-0.0179;0.00105;-0.000858333;-0.00443333;0.00895;0.0159;0.0152;0.00211429;-0.00014;0.00399444;-0.00356875;-0.00499286;0;-0.009975;-0.0126214;0.00353125;-0.00588333;0.00436667;0;0.003775;-0.005475;-0.0069;-0.01035;-0.00162143;-0.00149;0.00638333;-0.0282;0.004425;0.000196154;0.0069875;0.000995;-0.00885;0.00646429;-0.0076875;-0.0148333;0.0395;-0.0162;0.00441818;-0.00465;-0.0251;0.0148333;-0.0034;-0.07337;0;0.01035;0.0165;-0.00513;0.0009;-0.00352222;0;-0.00101667;-0.00651471;0.00188846;-0.02685;-0.00141176;0;0.00385;-0.00829;-0.00133696;-0.00931667;-0.0043;-0.000182143;0.000925;6.15E-05;-0.0153556;0;-0.01431;-0.04635;-0.05285;-0.0138667;0.0125929;-0.00148;-0.0052;-0.00785;-0.02685;-0.00648125;0.00096;-0.00592;0.000545833;-0.000733333;0.00464091;0.0033;-0.0184833;0.013525;0.00450769;-0.00122667;-0.00439167;0.0003;0;-0.00201667;0.00855625;0.00137778;0.00234545;0.00412143;0.01091;-0.0105167;-0.0101571;0;-0.0265;-0.00641875;-0.00041;-0.00616667;0.0159;-0.0102636;0.0086;-0.0341;-0.0007875;0.0421667;-0.00194;-0.0157;-0.00142857;0.0347;0.0210667;-0.00459;0.00500625;-0.00980833;0.000241667;-0.0162;-0.1161;0;-0.00349;0.03165;0;0.0290167;-0.0232;-0.001075;0.01365;-0.00776667;-0.0688;-0.0144;0.0117583;0.009865;0.00919;0.0111083;-0.0399125;0.010875;-0.0086;0.00138333;0.0039125;-0.00765;-0.1031;0;0.00719333;0.00606;-0.0025;3.33E-05;0;0.00325;0.00221538;-0.0028375;0.0148118;-0.00570833;0.011;-0.00131667;-0.00068;0.007725;0.0113;0.012625;0.01515;-0.0107;-0.03665;-0.0143;-0.0142333;-0.000230769;0.009;0.02375;-0.0107167;-0.0195667;0.0459;0.008;-0.006175;-0.0209;-0.01535;-0.0717667;0.00838333;0;-0.0183;-0.0015;0.0122214;-0.00635;-0.002205;0.00805;0.00407857;-0.00080625;-0.014;0.012125;0;-0.0084;-0.00975;-0.00155;0.03455;0.02345;0.004825;0.00241;0.03261;0.00202222;0.00188333;0.0074;-0.0046;0.0022;-0.000885714;-0.005275;-0.0021875;0.098;0;0.00225;-0.601;-0.0456667;0;0.03062;0.00325556;-0.00156818;0;-0.0049375;0.00417308;0.00701667;-0.00475;0.00459;0.0671;0.0012;0.011125;-0.009075;-0.00055;0.013625;-0.00615833;0.02755;0.00881667;-0.0427625;0.00140909;-0.00383333;-0.00201667;0.000184615;0.028525;-0.0083125;0.00252273;0.000408333;-0.004705;0;0.0242;0.002095;-0.0018625;0.0036;0.00505;-0.00132;0.00145714;-0.00705;-0.0019125;0;0.00191944;-0.0204;0.0095;0.00200833;0;-0.013425;-0.00207727;-0.0144438;0.0005625;-0.00287917;0.004225;-0.0028;-0.0127;-0.0102;0.00805;-0.00065;0.02355;0.0040375;0.0064625;0.0023;0;-0.0228;0;0.0132;0.000392857;-0.014525;-0.007375;-0.0007875;0.01375;0.03095;-0.0203;-0.0117667;0.0221;-0.00174286;0.006575;0.04545;0.00455;-0.0100333;-0.02885;0.000730769;0;-0.00348;0.001225
