;X_1035621.txt.gz1.tbl.gz;X_1036125.txt.gz1.tbl.gz;X_1106713.txt.gz1.tbl.gz;X_110981.txt.gz1.tbl.gz;X_1110324.txt.gz1.tbl.gz;X_1110413.txt.gz1.tbl.gz;X_11105171.txt.gz1.tbl.gz;X_1151031.txt.gz1.tbl.gz;X_11514196.txt.gz1.tbl.gz;X_13088397.txt.gz1.tbl.gz;X_130936.txt.gz1.tbl.gz;X_1309475.txt.gz1.tbl.gz;X_1309551.txt.gz1.tbl.gz;X_131021.txt.gz1.tbl.gz;X_13103125.txt.gz1.tbl.gz;X_131079.txt.gz1.tbl.gz;X_1310982.txt.gz1.tbl.gz;X_13112179.txt.gz1.tbl.gz;X_1311450.txt.gz1.tbl.gz;X_1311926.txt.gz1.tbl.gz;X_1312420.txt.gz1.tbl.gz;X_1312652.txt.gz1.tbl.gz;X_1313214.txt.gz1.tbl.gz;X_1411534.txt.gz1.tbl.gz;X_14116129.txt.gz1.tbl.gz;X_1412334.txt.gz1.tbl.gz;X_1413137.txt.gz1.tbl.gz;X_1413393.txt.gz1.tbl.gz;X_1413449.txt.gz1.tbl.gz;X_141353.txt.gz1.tbl.gz;X_141514.txt.gz1.tbl.gz;X_1415721.txt.gz1.tbl.gz;X_1415817.txt.gz1.tbl.gz;X_1458349.txt.gz1.tbl.gz;X_219055.txt.gz1.tbl.gz;X_224720.txt.gz1.tbl.gz;X_233372.txt.gz1.tbl.gz;X_235819.txt.gz1.tbl.gz;X_24217.txt.gz1.tbl.gz;X_242927.txt.gz1.tbl.gz;X_247454.txt.gz1.tbl.gz;X_250549.txt.gz1.tbl.gz;X_251514.txt.gz1.tbl.gz;X_251657.txt.gz1.tbl.gz;X_252456.txt.gz1.tbl.gz;X_252653.txt.gz1.tbl.gz;X_255851.txt.gz1.tbl.gz;X_25675.txt.gz1.tbl.gz;X_257112.txt.gz1.tbl.gz;X_257917.txt.gz1.tbl.gz;X_258083.txt.gz1.tbl.gz;X_25978.txt.gz1.tbl.gz;X_25989.txt.gz1.tbl.gz;X_259951.txt.gz1.tbl.gz;X_26022.txt.gz1.tbl.gz;X_260361.txt.gz1.tbl.gz;X_260959.txt.gz1.tbl.gz;X_261756.txt.gz1.tbl.gz;X_26204.txt.gz1.tbl.gz;X_262553.txt.gz1.tbl.gz;X_263012.txt.gz1.tbl.gz;X_263150.txt.gz1.tbl.gz;X_263610.txt.gz1.tbl.gz;X_263777.txt.gz1.tbl.gz;X_264766.txt.gz1.tbl.gz;X_266653.txt.gz1.tbl.gz;X_26872.txt.gz1.tbl.gz;X_269274.txt.gz1.tbl.gz;X_270854.txt.gz1.tbl.gz;X_27239.txt.gz1.tbl.gz;X_272862.txt.gz1.tbl.gz;X_273129.txt.gz1.tbl.gz;X_274268.txt.gz1.tbl.gz;X_27473.txt.gz1.tbl.gz;X_27483.txt.gz1.tbl.gz;X_27602.txt.gz1.tbl.gz;X_276230.txt.gz1.tbl.gz;X_276366.txt.gz1.tbl.gz;X_27654.txt.gz1.tbl.gz;X_276856.txt.gz1.tbl.gz;X_277051.txt.gz1.tbl.gz;X_277135.txt.gz1.tbl.gz;X_278035.txt.gz1.tbl.gz;X_278163.txt.gz1.tbl.gz;X_278515.txt.gz1.tbl.gz;X_278926.txt.gz1.tbl.gz;X_279756.txt.gz1.tbl.gz;X_280925.txt.gz1.tbl.gz;X_281650.txt.gz1.tbl.gz;X_281923.txt.gz1.tbl.gz;X_282256.txt.gz1.tbl.gz;X_282882.txt.gz1.tbl.gz;X_282919.txt.gz1.tbl.gz;X_283129.txt.gz1.tbl.gz;X_28351.txt.gz1.tbl.gz;X_28373.txt.gz1.tbl.gz;X_284113.txt.gz1.tbl.gz;X_284313.txt.gz1.tbl.gz;X_284453.txt.gz1.tbl.gz;X_28482.txt.gz1.tbl.gz;X_284949.txt.gz1.tbl.gz;X_285163.txt.gz1.tbl.gz;X_287173.txt.gz1.tbl.gz;X_287515.txt.gz1.tbl.gz;X_288849.txt.gz1.tbl.gz;X_288937.txt.gz1.tbl.gz;X_289059.txt.gz1.tbl.gz;X_29435.txt.gz1.tbl.gz;X_294525.txt.gz1.tbl.gz;X_294858.txt.gz1.tbl.gz;X_295275.txt.gz1.tbl.gz;X_295331.txt.gz1.tbl.gz;X_296066.txt.gz1.tbl.gz;X_29611.txt.gz1.tbl.gz;X_297060.txt.gz1.tbl.gz;X_297257.txt.gz1.tbl.gz;X_297315.txt.gz1.tbl.gz;X_29798.txt.gz1.tbl.gz;X_298282.txt.gz1.tbl.gz;X_298535.txt.gz1.tbl.gz;X_29919.txt.gz1.tbl.gz;X_299259.txt.gz1.tbl.gz;X_29931.txt.gz1.tbl.gz;X_299471.txt.gz1.tbl.gz;X_300066.txt.gz1.tbl.gz;X_300467.txt.gz1.tbl.gz;X_302550.txt.gz1.tbl.gz;X_302836.txt.gz1.tbl.gz;X_302952.txt.gz1.tbl.gz;X_30303.txt.gz1.tbl.gz;X_30389.txt.gz1.tbl.gz;X_304961.txt.gz1.tbl.gz;X_30507.txt.gz1.tbl.gz;X_30543.txt.gz1.tbl.gz;X_305755.txt.gz1.tbl.gz;X_306612.txt.gz1.tbl.gz;X_306952.txt.gz1.tbl.gz;X_307766.txt.gz1.tbl.gz;X_307962.txt.gz1.tbl.gz;X_311564.txt.gz1.tbl.gz;X_31226.txt.gz1.tbl.gz;X_31321.txt.gz1.tbl.gz;X_316692.txt.gz1.tbl.gz;X_31688.txt.gz1.tbl.gz;X_316970.txt.gz1.tbl.gz;X_317228.txt.gz1.tbl.gz;X_317349.txt.gz1.tbl.gz;X_317551.txt.gz1.tbl.gz;X_317749.txt.gz1.tbl.gz;X_31785.txt.gz1.tbl.gz;X_318150.txt.gz1.tbl.gz;X_318238.txt.gz1.tbl.gz;X_319150.txt.gz1.tbl.gz;X_319436.txt.gz1.tbl.gz;X_319550.txt.gz1.tbl.gz;X_319954.txt.gz1.tbl.gz;X_32101.txt.gz1.tbl.gz;X_321365.txt.gz1.tbl.gz;X_321774.txt.gz1.tbl.gz;X_322040.txt.gz1.tbl.gz;X_323423.txt.gz1.tbl.gz;X_323550.txt.gz1.tbl.gz;X_328321.txt.gz1.tbl.gz;X_329050.txt.gz1.tbl.gz;X_329130.txt.gz1.tbl.gz;X_329275.txt.gz1.tbl.gz;X_32932.txt.gz1.tbl.gz;X_329455.txt.gz1.tbl.gz;X_329692.txt.gz1.tbl.gz;X_330258.txt.gz1.tbl.gz;X_33092.txt.gz1.tbl.gz;X_331062.txt.gz1.tbl.gz;X_331127.txt.gz1.tbl.gz;X_331321.txt.gz1.tbl.gz;X_331733.txt.gz1.tbl.gz;X_332049.txt.gz1.tbl.gz;X_332337.txt.gz1.tbl.gz;X_332451.txt.gz1.tbl.gz;X_333257.txt.gz1.tbl.gz;X_333650.txt.gz1.tbl.gz;X_333933.txt.gz1.tbl.gz;X_335280.txt.gz1.tbl.gz;X_335650.txt.gz1.tbl.gz;X_335851.txt.gz1.tbl.gz;X_336050.txt.gz1.tbl.gz;X_336476.txt.gz1.tbl.gz;X_336651.txt.gz1.tbl.gz;X_33678.txt.gz1.tbl.gz;X_337649.txt.gz1.tbl.gz;X_337849.txt.gz1.tbl.gz;X_33871.txt.gz1.tbl.gz;X_33897.txt.gz1.tbl.gz;X_339654.txt.gz1.tbl.gz;X_33977.txt.gz1.tbl.gz;X_34056.txt.gz1.tbl.gz;X_341350.txt.gz1.tbl.gz;X_342021.txt.gz1.tbl.gz;X_342154.txt.gz1.tbl.gz;X_342359.txt.gz1.tbl.gz;X_342763.txt.gz1.tbl.gz;X_343154.txt.gz1.tbl.gz;X_343221.txt.gz1.tbl.gz;X_343434.txt.gz1.tbl.gz;X_343553.txt.gz1.tbl.gz;X_343810.txt.gz1.tbl.gz;X_344553.txt.gz1.tbl.gz;X_34467.txt.gz1.tbl.gz;X_344764.txt.gz1.tbl.gz;X_344813.txt.gz1.tbl.gz;X_344958.txt.gz1.tbl.gz;X_34504.txt.gz1.tbl.gz;X_345217.txt.gz1.tbl.gz;X_345949.txt.gz1.tbl.gz;X_34701.txt.gz1.tbl.gz;X_347149.txt.gz1.tbl.gz;X_348460.txt.gz1.tbl.gz;X_348864.txt.gz1.tbl.gz;X_349515.txt.gz1.tbl.gz;X_349977.txt.gz1.tbl.gz;X_35091.txt.gz1.tbl.gz;X_35193.txt.gz1.tbl.gz;X_353826.txt.gz1.tbl.gz;X_355424.txt.gz1.tbl.gz;X_358153.txt.gz1.tbl.gz;X_358354.txt.gz1.tbl.gz;X_35924.txt.gz1.tbl.gz;X_359372.txt.gz1.tbl.gz;X_360154.txt.gz1.tbl.gz;X_360360.txt.gz1.tbl.gz;X_360577.txt.gz1.tbl.gz;X_361170.txt.gz1.tbl.gz;X_361362.txt.gz1.tbl.gz;X_36163.txt.gz1.tbl.gz;X_361780.txt.gz1.tbl.gz;X_363370.txt.gz1.tbl.gz;X_36424.txt.gz1.tbl.gz;X_36445.txt.gz1.tbl.gz;X_364749.txt.gz1.tbl.gz;X_365150.txt.gz1.tbl.gz;X_365774.txt.gz1.tbl.gz;X_366617.txt.gz1.tbl.gz;X_367615.txt.gz1.tbl.gz;X_368187.txt.gz1.tbl.gz;X_371049.txt.gz1.tbl.gz;X_37192.txt.gz1.tbl.gz;X_375868.txt.gz1.tbl.gz;X_377315.txt.gz1.tbl.gz;X_380310.txt.gz1.tbl.gz;X_380655.txt.gz1.tbl.gz;X_382068.txt.gz1.tbl.gz;X_382518.txt.gz1.tbl.gz;X_38442.txt.gz1.tbl.gz;X_384756.txt.gz1.tbl.gz;X_385424.txt.gz1.tbl.gz;X_38585.txt.gz1.tbl.gz;X_38667.txt.gz1.tbl.gz;X_387351.txt.gz1.tbl.gz;X_387767.txt.gz1.tbl.gz;X_387950.txt.gz1.tbl.gz;X_389364.txt.gz1.tbl.gz;X_389415.txt.gz1.tbl.gz;X_38985.txt.gz1.tbl.gz;X_412360.txt.gz1.tbl.gz;X_412552.txt.gz1.tbl.gz;X_412775.txt.gz1.tbl.gz;X_412972.txt.gz1.tbl.gz;X_413172.txt.gz1.tbl.gz;X_41344.txt.gz1.tbl.gz;X_413584.txt.gz1.tbl.gz;X_413757.txt.gz1.tbl.gz;X_413825.txt.gz1.tbl.gz;X_413971.txt.gz1.tbl.gz;X_414849.txt.gz1.tbl.gz;X_41498.txt.gz1.tbl.gz;X_41516.txt.gz1.tbl.gz;X_415258.txt.gz1.tbl.gz;X_415311.txt.gz1.tbl.gz;X_415457.txt.gz1.tbl.gz;X_41553.txt.gz1.tbl.gz;X_41572.txt.gz1.tbl.gz;X_415854.txt.gz1.tbl.gz;X_4159130.txt.gz1.tbl.gz;X_416254.txt.gz1.tbl.gz;X_41881.txt.gz1.tbl.gz;X_419210.txt.gz1.tbl.gz;X_419426.txt.gz1.tbl.gz;X_420960.txt.gz1.tbl.gz;X_421749.txt.gz1.tbl.gz;X_422039.txt.gz1.tbl.gz;X_42247.txt.gz1.tbl.gz;X_423219.txt.gz1.tbl.gz;X_42348.txt.gz1.tbl.gz;X_423770.txt.gz1.tbl.gz;X_424640.txt.gz1.tbl.gz;X_426781.txt.gz1.tbl.gz;X_42925.txt.gz1.tbl.gz;X_432433.txt.gz1.tbl.gz;X_43282.txt.gz1.tbl.gz;X_43362.txt.gz1.tbl.gz;X_433749.txt.gz1.tbl.gz;X_434210.txt.gz1.tbl.gz;X_437445.txt.gz1.tbl.gz;X_440710.txt.gz1.tbl.gz;X_441469.txt.gz1.tbl.gz;X_443044.txt.gz1.tbl.gz;X_44361.txt.gz1.tbl.gz;X_444015.txt.gz1.tbl.gz;X_445968.txt.gz1.tbl.gz;X_446410.txt.gz1.tbl.gz;X_446749.txt.gz1.tbl.gz;X_446978.txt.gz1.tbl.gz;X_44725.txt.gz1.tbl.gz;X_447622.txt.gz1.tbl.gz;X_447914.txt.gz1.tbl.gz;X_449065.txt.gz1.tbl.gz;X_44914.txt.gz1.tbl.gz;X_449533.txt.gz1.tbl.gz;X_453550.txt.gz1.tbl.gz;X_454553.txt.gz1.tbl.gz;X_45484.txt.gz1.tbl.gz;X_456165.txt.gz1.tbl.gz;X_45621.txt.gz1.tbl.gz;X_469372.txt.gz1.tbl.gz;X_47083.txt.gz1.tbl.gz;X_471228.txt.gz1.tbl.gz;X_471755.txt.gz1.tbl.gz;X_476331.txt.gz1.tbl.gz;X_477110.txt.gz1.tbl.gz;X_478658.txt.gz1.tbl.gz;X_479251.txt.gz1.tbl.gz;X_480713.txt.gz1.tbl.gz;X_481133.txt.gz1.tbl.gz;X_481525.txt.gz1.tbl.gz;X_482943.txt.gz1.tbl.gz;X_48314.txt.gz1.tbl.gz;X_483461.txt.gz1.tbl.gz;X_484262.txt.gz1.tbl.gz;X_486715.txt.gz1.tbl.gz;X_48863.txt.gz1.tbl.gz;X_490372.txt.gz1.tbl.gz;X_490635.txt.gz1.tbl.gz;X_490756.txt.gz1.tbl.gz;X_49086.txt.gz1.tbl.gz;X_491378.txt.gz1.tbl.gz;X_491410.txt.gz1.tbl.gz;X_492010.txt.gz1.tbl.gz;X_492432.txt.gz1.tbl.gz;X_492955.txt.gz1.tbl.gz;X_493159.txt.gz1.tbl.gz;X_49592.txt.gz1.tbl.gz;X_496319.txt.gz1.tbl.gz;X_496467.txt.gz1.tbl.gz;X_496527.txt.gz1.tbl.gz;X_496850.txt.gz1.tbl.gz;X_49711.txt.gz1.tbl.gz;X_497318.txt.gz1.tbl.gz;X_497854.txt.gz1.tbl.gz;X_497934.txt.gz1.tbl.gz;X_498483.txt.gz1.tbl.gz;X_498849.txt.gz1.tbl.gz;X_49897.txt.gz1.tbl.gz;X_499249.txt.gz1.tbl.gz;X_4994178.txt.gz1.tbl.gz;X_499666.txt.gz1.tbl.gz;X_500052.txt.gz1.tbl.gz;X_500671.txt.gz1.tbl.gz;X_50071.txt.gz1.tbl.gz;X_500851.txt.gz1.tbl.gz;X_501449.txt.gz1.tbl.gz;X_503327.txt.gz1.tbl.gz;X_503479.txt.gz1.tbl.gz;X_503650.txt.gz1.tbl.gz;X_506062.txt.gz1.tbl.gz;X_5066134.txt.gz1.tbl.gz;X_50699.txt.gz1.tbl.gz;X_507882.txt.gz1.tbl.gz;X_5080131.txt.gz1.tbl.gz;X_5084154.txt.gz1.tbl.gz;X_5088175.txt.gz1.tbl.gz;X_508911.txt.gz1.tbl.gz;X_509049.txt.gz1.tbl.gz;X_509128.txt.gz1.tbl.gz;X_509251.txt.gz1.tbl.gz;X_509521.txt.gz1.tbl.gz;X_509714.txt.gz1.tbl.gz;X_510053.txt.gz1.tbl.gz;X_510330.txt.gz1.tbl.gz;X_510457.txt.gz1.tbl.gz;X_510872.txt.gz1.tbl.gz;X_511115.txt.gz1.tbl.gz;X_511273.txt.gz1.tbl.gz;X_51213.txt.gz1.tbl.gz;X_512292.txt.gz1.tbl.gz;X_512469.txt.gz1.tbl.gz;X_512853.txt.gz1.tbl.gz;X_512912.txt.gz1.tbl.gz;X_513452.txt.gz1.tbl.gz;X_513932.txt.gz1.tbl.gz;X_52024.txt.gz1.tbl.gz;X_522636.txt.gz1.tbl.gz;X_522990.txt.gz1.tbl.gz;X_524237.txt.gz1.tbl.gz;X_525686.txt.gz1.tbl.gz;X_52592.txt.gz1.tbl.gz;X_52715.txt.gz1.tbl.gz;X_530889.txt.gz1.tbl.gz;X_533573.txt.gz1.tbl.gz;X_534374.txt.gz1.tbl.gz;X_534624.txt.gz1.tbl.gz;X_535389.txt.gz1.tbl.gz;X_535411.txt.gz1.tbl.gz;X_535569.txt.gz1.tbl.gz;X_536351.txt.gz1.tbl.gz;X_539273.txt.gz1.tbl.gz;X_540052.txt.gz1.tbl.gz;X_541253.txt.gz1.tbl.gz;X_543763.txt.gz1.tbl.gz;X_544167.txt.gz1.tbl.gz;X_545933.txt.gz1.tbl.gz;X_546262.txt.gz1.tbl.gz;X_546322.txt.gz1.tbl.gz;X_546532.txt.gz1.tbl.gz;X_548261.txt.gz1.tbl.gz;X_54831.txt.gz1.tbl.gz;X_548673.txt.gz1.tbl.gz;X_54877.txt.gz1.tbl.gz;X_550862.txt.gz1.tbl.gz;X_55097.txt.gz1.tbl.gz;X_553253.txt.gz1.tbl.gz;X_554222.txt.gz1.tbl.gz;X_580324.txt.gz1.tbl.gz;X_580777.txt.gz1.tbl.gz;X_581025.txt.gz1.tbl.gz;X_581358.txt.gz1.tbl.gz;X_583749.txt.gz1.tbl.gz;X_584360.txt.gz1.tbl.gz;X_584624.txt.gz1.tbl.gz;X_586178.txt.gz1.tbl.gz;X_588555.txt.gz1.tbl.gz;X_590011.txt.gz1.tbl.gz;X_590391.txt.gz1.tbl.gz;X_593942.txt.gz1.tbl.gz;X_595730.txt.gz1.tbl.gz;X_664755.txt.gz1.tbl.gz;X_664951.txt.gz1.tbl.gz;X_762840.txt.gz1.tbl.gz;X_764029.txt.gz1.tbl.gz;X_765511.txt.gz1.tbl.gz;X_84679.txt.gz1.tbl.gz;X_846819.txt.gz1.tbl.gz;X_84794.txt.gz1.tbl.gz;X_848029.txt.gz1.tbl.gz;X_917321.txt.gz1.tbl.gz;X_91776.txt.gz1.tbl.gz;X_918515.txt.gz1.tbl.gz;X_91872.txt.gz1.tbl.gz;X_9188119.txt.gz1.tbl.gz;X_91974.txt.gz1.tbl.gz;X_9202309.txt.gz1.tbl.gz
R200002498;0.322;0.1459;-0.1049;0.1654;0.02773;-0.037;-0.10425;-0.07675;0.08295;0;0;0;-0.0428333;-0.08634;0;0;0.1374;-0.1713;-0.06915;0;0;-0.09835;0.06545;0;0;0.0896;0;-0.1262;0;0.2611;0.21415;-0.2038;-0.0767;0.3067;-0.03205;0;0.1594;-0.00913571;0;-0.0664;0.0752;0.067;0.2156;-0.3588;-0.0646;0.08995;-0.084975;0.14025;-0.11965;0;0.033925;0.10135;0;-0.1912;0;0;0.3723;0;0.065425;0.0742;0.100457;-0.06775;0.08255;0.06705;0.0759;0.152667;0;0.1271;0;0.06975;0;0;0;0;0.047925;-0.0774;0;-0.2127;0;-0.160467;-0.1982;0.0531167;-0.09665;0.14255;-0.2067;-0.124075;-0.1384;0;-0.2025;0.0390333;0;-0.101125;0.13235;0.266;0;-0.04315;0.1436;0.3027;-0.0819583;-0.1621;0.1322;0;0.06785;0.3987;-0.0417167;0;0;0.0632;-0.061825;0.06825;-0.04055;0;-0.2299;0.159783;0.1621;0;-0.037775;0;0.1439;0.0747667;-0.000783333;-0.0848;0.010675;0.0165;0;-0.097725;0.13885;0.1848;-0.0210357;0;0;0.0683;0;-0.00465;-0.2354;0;-0.1767;0.1455;0.20575;0.1784;0;0;0.2878;0;-0.22505;-0.239;-0.082875;-0.08535;0.0694;-0.09545;0.328412;0.4255;-0.06745;0;0.21265;0.06855;-0.1793;0.11305;0.047875;0.06835;0.06625;-0.5694;0.0177167;-0.02134;-0.031225;0;0.0739;0;0.129583;-0.07395;0.0429667;0.0728;-0.3442;0;0.2108;-0.12575;0;0;0.04405;0.0240875;-0.1473;-0.04815;-0.2281;0.07065;0;0;-0.176075;0.1925;-0.287;-0.1014;0.0668;0.044975;0.1192;0;0.1569;-0.005075;0.1366;-0.0441333;0;0;-0.1417;-0.1532;-0.06135;-0.0628;0;0;-0.027625;0;0;0;0;0.1462;-0.4173;-0.0689167;0.07855;0;0.1052;0.03715;-0.07695;0;-0.2027;0;0;0;-0.0713;-0.0148667;0.0954;-0.118933;0.1516;0.0845333;0;0.1254;0;0.22845;0.10465;-0.08045;-0.2401;0.153;-0.0539;0.06225;-0.125075;0.057375;0.0839;0.2206;0.2318;-0.078;0;-0.04825;0.1402;-0.2873;0;0.0767;-0.151;-0.2573;1.1014;0.1649;0.0708;-1.363;0;0;-0.0915;0.1038;0;-0.1854;0.0407833;0;0;0;0.1787;-0.1884;0;0.2872;0;-0.07;0.29825;0.0122417;-0.17105;-0.020375;-0.0533;0;-0.2148;-0.12746;0;-0.0762;0.09645;0;0.1528;0;0.1411;-0.038525;0;0.05144;-0.1674;0;-0.1614;0.1618;-0.2722;0.1074;0.0853167;0.00816667;0;0;0.0403125;0;0;0.1763;-0.08055;0.1881;-0.14295;-0.068575;0;0.037875;0.0844;0.0562667;0.1224;-0.0486;-0.00518;0.0736167;0.07175;0;0;-0.3674;-0.0641;0.4769;0.085;0;0.07825;-0.2581;-0.13885;0.120225;-0.07385;0;-0.066325;0.0769;-0.031075;-0.041475;0.20455;0.2147;-0.4332;-0.0931;-0.014;0;0;-0.038225;0;0;0;-0.1534;0;0;0.1602;-0.0821643;1.767;-0.1844;-0.06625;0;-0.0981;-0.06555;-0.11085;0;0;0.17885;-0.0679;-0.0342125;-0.09245;0.202;-0.0891;0.0242625;0.0634;0.03965;-0.05085;-0.0014375;0.0762;0;0.1133;0.05095;0.2365;-0.07795;-0.0766167;0;-0.131;0;0;0.09935;0;-0.1333;-0.045275;0;0;0.2751;0;0;0;0;0;-0.7136;-0.055525;-0.0095;0.0301667;0.0649;0;-0.084825;-0.0879;0;-0.205;0.4251;0.2919;0.1582;-0.11565;-0.059475;0;0;-0.0436417;-0.1504;0.0545125;-0.0586167;-0.10475;-0.1628;-0.141775;0.25215;-0.07375;0.156;0.0669;0;0;0.02174;0.1674;0.1364;0;0.6073;0.0299333;-0.2237;-0.01205;-0.2562;0;0.037625;0;-0.0979;0;0;0.2522;-0.2822;-0.0454;-0.08225;-0.08885;0.203783;0.0919;-0.0738;0.1501;0.1309;0.239;0;-0.0773;-0.048675;-0.1451;-0.0862167;-0.08035;1.24615;0
R200002869;0.161;0.1459;-0.16395;0;0.09819;-0.074;-0.2085;-0.1535;0.08295;-0.0863;-0.10725;0.405;-0.07845;-0.18592;0;0.1733;0.0687;-0.1713;-0.1383;0;0;-0.1967;0.01215;0;0;0.1792;0;0;0;0.2611;0.4283;-0.2038;-0.0767;0.3067;-0.0490583;0;0.0797;0.0398929;0;0;0.1504;0.134;0.1078;0;-0.1292;0.08995;-0.009525;0;0;0;0.033925;0.10135;-0.07185;-0.1912;0.06655;-0.1009;0.3723;0;0.065425;0.0742;0.147664;-0.06775;0.08255;0.06705;0.0759;0.152667;0;0.1271;0;0.06975;0.05115;0;0;0;0.09585;-0.0774;-0.2178;-0.2127;0;-0.219442;-0.0991;0.0594333;-0.09665;0.10805;0;-0.15515;-0.0692;-0.0682;-0.2025;0.06995;-0.05395;0;0.2647;0.266;0;-0.0863;0.1436;0.3027;-0.077025;-0.1621;0.0661;0;0.06785;0.3987;-0.0291917;0;0;0.1264;-0.12365;0.06825;0;0;-0.2299;-0.00025;0.1621;0;-0.07555;0;0.1439;0;0.0536833;0;0.05245;0.1804;0;-0.04335;0.13885;0.0924;-0.055;0;0;0.1366;0;-0.1464;-0.1177;0.2702;-0.1767;0.07275;0;0.1784;0;0.3041;0.1439;-0.4423;-0.076625;0;-0.0272083;-0.02485;0.0694;0;0.2793;0.4255;0.036575;0;0.4253;0.06855;-0.08965;0.056525;0.119125;0.06835;0.1325;0;0.03805;-0.11626;-0.111125;-0.0843;0.1478;0;0.0591;-0.07395;0.0429667;0.0728;-0.3442;-0.22375;0.1054;-0.3239;0;0.12865;-0.00755;0;-0.2946;-0.059675;-0.11405;0.07065;0.07265;0;-0.176075;0.09625;-0.3265;-0.1014;0.0668;0.08995;0;0.0874;0.1569;-0.005075;0.1949;0;0;0.0791;-0.1417;-0.1532;-0.047475;-0.04045;-0.0886;0;0.14195;0;0;0;-0.07785;0.0731;-0.4173;-0.0612083;0.07855;0;0.2104;0;-0.07695;-0.1952;-0.10135;0;0;-0.24435;0;0.108333;0.0954;-0.0764;0.1516;0.0752;0.190725;0.1254;0;0.079975;0.052325;0;-0.2401;0.184783;-0.0539;0.06225;-0.125075;0.0132417;0.0839;0.2206;0.2318;-0.03415;0;-0.10715;0.2804;-0.2873;0.09615;0.0767;-0.302;-0.12865;0.5507;0.1649;0.0708;-0.6815;-0.11595;0;-0.0915;0;-0.1713;-0.1854;0.0407833;0.12715;-0.09885;0;0.1787;-0.2242;0.06075;0.245625;0;-0.07;0.29825;-0.0167083;-0.17105;-0.043275;-0.0214;0;-0.1074;-0.06075;0;-0.0762;0.1929;0;0.1528;0;0.07055;-0.038525;0;0.18284;-0.1034;0;-0.0807;0.1618;0;0;-0.0369833;0.00553333;0;0;0.004425;0.0631;0.10625;0.1763;-0.217375;0.09405;-0.071475;0.047475;0;0.037875;0.0844;0.101833;0.1224;-0.0486;0.00511;0.1099;0.07175;0;0;-0.1837;-0.0641;0.4769;0.085;0.040175;0.1565;-0.2581;-0.13885;0.04245;0;0;-0.055525;0.08025;-0.083675;-0.041475;0.20455;0.2147;0;-0.1862;0.079775;0;0;-0.038225;0;0.138925;0;-0.0767;-0.0683;0;0.1602;-0.03885;0.8835;-0.034;-0.06625;0;-0.1962;-0.06555;-0.11085;-0.0618;0;0.301525;-0.0679;-0.188388;-0.1849;0.101;-0.1782;0.06305;0.0634;0.03965;-0.12915;-0.0646375;0;0.08185;0.162117;0.05095;0.11825;-0.111675;-0.0278833;0;0;0.4536;0;0.09935;-0.1366;-0.06665;-0.045275;0;0;0.2751;0;0;0;0;0.0732;0;-0.25425;-0.12575;0.0916167;0;0;-0.207;-0.0879;0;-0.205;0.4251;0.2919;0.1582;-0.2313;-0.184;0;0;0.0778333;-0.1504;-0.07725;-0.204633;0;-0.0814;-0.0545;0.21495;-0.1475;0.078;0;-0.2005;0;0.03567;0;0;0;0.6073;0.0531167;-0.2237;-0.05021;-0.1281;0;0;0.06905;-0.0979;-0.6331;0;0.2522;-0.1411;-0.05615;-0.08225;-0.08885;0.34985;0.1838;-0.0738;0.07505;0.1309;0.239;0;-0.1969;-0.09735;-0.07255;-0.172433;0;0.5884;0
